"title","propertyType","id","priceRange","pricePerSqft","bedrooms","bathrooms","floorSize","areaType","possessionStatus","postedBy","description","scrapedAt","pageUrl","url"
"Lodha Bellevue","3, 4 BHK Apartment","396838","₹5.18 - 6.57 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2026","Lodha Developers Limited","Looking for your dream home? Explore 3,4 BHK apartments in Mahalaxmi, now available in Lodha Bellevue. Apartments in this complex are available in price range of Rs. 5.18 - 10.51 Cr. Lodha Bellevue is a RERA- registered society and P51900046567 is the RERA registration number. Here units have different sizes, mostly in range of 877 - 1,960 sqft CARPET area","2026-02-16T14:14:17.380Z","https://www.99acres.com/property-in-mumbai-ffid-page-3","https://www.99acres.com/lodha-bellevue-mahalaxmi-south-mumbai-npxid-r396838"
"Marathon Neovalley","1, 2 BHK Apartment, 1 RK Studio Apartment","371342","₹52.52 - 78.22 L",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2027","Marathon Realty","For Multiple: Marathon Neovalley offers beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Bhandup West, Central Mumbai. Property options in Marathon Neovalley varies between 164 - 481 sqft. Prices here start from Rs. 39.02 L. Marathon Neovalley is a New Launch project","2026-02-16T14:14:17.380Z","https://www.99acres.com/property-in-mumbai-ffid-page-3","https://www.99acres.com/marathon-neovalley-bhandup-west-central-mumbai-suburbs-npxid-r371342"
"Birla Niyaara Phase 2","4, 5 BHK Apartment","423704","₹33.61 - 35.86 Cr",,"4 BHK","N/A","See configurations",,"New Launch  · Completion in Mar, 2029","Birla Estates","Spacious 4,5 BHK apartments in Worli are available for sale.Check out latest property options at Birla Niyaara Phase 2 housing society. Apartments in Birla Niyaara Phase 2 have CARPET area ranging between 3,028 - 4,287 sqft. This society offers apartments in the price range of Rs. 33.61 - 47.6 Cr. Birla Niyaara Phase 2 's RERA registration number is P51900054455","2026-02-16T14:14:17.381Z","https://www.99acres.com/property-in-mumbai-ffid-page-3","https://www.99acres.com/birla-niyaara-phase-2-worli-south-mumbai-npxid-r423704"
"Vardhaman Palace","3, 4 BHK Apartment","457742","₹3.81 - 4.79 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2028","Vardhaman Group Mumbai","Check out 3,4 BHK apartments in Ghatkopar East, now available for sale at Vardhaman Palace. Vardhaman Palace has apartments in multiple configurations, in range of 1,057 - 2,125 sqft. Prices of apartments in this project, vary between Rs. 3.81 - 7.65 Cr. Vardhaman Palace is a RERA- registered society and PM1180002501694 is the RERA registration number","2026-02-16T14:14:17.381Z","https://www.99acres.com/property-in-mumbai-ffid-page-3","https://www.99acres.com/vardhaman-palace-ghatkopar-east-central-mumbai-suburbs-npxid-r457742"
"Rustomjee Crown","3, 4, 5 BHK Apartment","725","₹9.72 - 13.35 Cr",,"3 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Dec, 2025","Rustomjee Builders","Finest 3,4,5 BHK apartments in Prabhadevi available for sale in Rustomjee Crown. Apartment prices in this housing society vary in the range of Rs. 9.72 - 27.79 Cr. The housing society is RERA-registered with P51900003268 registration number. Here units have different sizes, mostly in range of 1,335 - 3,088 sqft CARPET area","2026-02-16T14:14:19.084Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/rustomjee-crown-prabhadevi-south-mumbai-npxid-r725"
"Geetai Siena","1, 2 BHK Apartment","5162","₹73.4 - 78.2 L",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Mar, 2027","Geetai Developer","Here are beautifully built 1,2 BHK apartments in Vikhroli East, available for sale at Geetai Siena. Apartment prices in this housing society vary in the range of Rs. 73.4 L - 1.04 Cr. The housing society is RERA-registered with P51800008680 registration number. Geetai Siena apartments are available in multiples sizes, ranging from 367 - 522 sqft CARPET area","2026-02-16T14:14:19.085Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/geetai-siena-vikhroli-east-central-mumbai-suburbs-npxid-r5162"
"Piramal Revanta","1, 2, 3, 4 BHK Apartment","271405","₹1.83 - 1.88 Cr",,"1 BHK","N/A","See configurations",,"Partially Ready To Move  · Completion in Jul, 2030","Piramal Realty","Looking for your dream home? Explore 1,2,3,4 BHK apartments in Mulund West, now available in Piramal Revanta. Piramal Revanta has apartments in multiple configurations, in range of 471 - 1,411 sqft. The housing society is RERA-registered with P51800005983 registration number. This society offers apartments in the price range of Rs. 1.83 - 5.64 Cr","2026-02-16T14:14:19.088Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/piramal-revanta-mulund-west-central-mumbai-suburbs-npxid-r271405"
"Esto Arkis","1, 2, 3 BHK Apartment","455893","₹1.71 - 1.81 Cr",,"1 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2030","Esto Group","Here are beautifully built 1,2,3 BHK apartments in Versova, available for sale at Esto Arkis. Apartments in this complex are available in price range of Rs. 1.71 - 3.97 Cr. Esto Arkis 's RERA registration number is P51800081007. Here units have different sizes, mostly in range of 489 - 1,139 sqft CARPET area","2026-02-16T14:14:19.089Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/esto-arkis-versova-mumbai-andheri-dahisar-npxid-r455893"
"Lokhandwala Minerva","3, 4, 5, 6 BHK Apartment","9526","₹12.47 - 17.11 Cr",,"3 BHK","N/A","See configurations",,"Ready To Move  · Since Dec, 2023","Lokhandwala Infrastructure","Looking for your dream home? Explore 3,4,5,6 BHK apartments in Mahalaxmi, now available in Lokhandwala Minerva. Lokhandwala Minerva apartments are available in multiples sizes, ranging from 2,150 - 9,710 sqft SUPER area. The housing society is RERA-registered with P51900008204 registration number. This society offers apartments in the price range of Rs. 12.47 - 56.32 Cr","2026-02-16T14:14:19.089Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/lokhandwala-minerva-mahalaxmi-south-mumbai-npxid-r9526"
"The Jay Krishna","1, 2 BHK Apartment","288109","₹85.54 - 93.98 L",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2026","Shree Gaondevi Enterprises","Looking for your dream home? Explore 1,2 BHK apartments in Bhandup West, now available in The Jay Krishna. This society is RERA approved and P51800010788 is the RERA number. Apartments in this complex are available in price range of Rs. 85.54 L - 1.4 Cr. Here units have different sizes, mostly in range of 384 - 630 sqft CARPET area","2026-02-16T14:14:19.090Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/the-jay-krishna-bhandup-west-central-mumbai-suburbs-npxid-r288109"
"Lodha Acenza","3, 4 BHK Apartment","403514","₹5.24 - 6.38 Cr",,"3 BHK","N/A","See configurations",,"Under Construction  · Completion from May, 2026 onwards","Lodha Developers Limited","Spacious 3,4 BHK apartments in Andheri East are available for sale.Check out latest property options at Lodha Acenza housing society. Prices of apartments in this project, vary between Rs. 5.24 - 7.94 Cr. Lodha Acenza 's RERA registration number is P51800048862. Here units have different sizes, mostly in range of 1,232 - 2,209 sqft CARPET area","2026-02-16T14:14:19.090Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/lodha-acenza-andheri-east-mumbai-andheri-dahisar-npxid-r403514"
"Vardhaman Ananda","2, 3 BHK Apartment","454070","₹2.4 - 2.52 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2027","Vardhaman Group Mumbai","Here are beautifully built 2,3 BHK apartments in Ghatkopar East, available for sale at Vardhaman Ananda. Here units have different sizes, mostly in range of 760 - 1,025 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 2.4 - 3.3 Cr. Vardhaman Ananda 's RERA registration number is PR1180002500458","2026-02-16T14:14:19.091Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/vardhaman-ananda-ghatkopar-east-central-mumbai-suburbs-npxid-r454070"
"Signia Isles","4, 5 BHK Apartment","32486","₹24 Cr",,"4 BHK","N/A","See configurations",,"Ready To Move  · Since Mar, 2016","Sunteck Realty","Signia Isles, one of the known housing societes in Western Mumbai, brings classic yet modern 4,5 BHK apartments in Bandra Kurla Complex. This society offers apartments in the price range of Rs. 24 - 27.5 Cr. Here units have different sizes, mostly in range of 3,386 - 4,019 sqft BUILTUP area. The property options in this society are Ready To Move","2026-02-16T14:14:19.092Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/signia-isles-bandra-kurla-complex-western-mumbai-npxid-r32486"
"Vardhaman Aarambh","2, 4 BHK Apartment","451472","₹2.13 - 2.62 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2027","Vardhaman Group Mumbai","Choose your dream home from the wide variety of 2,4 BHK apartments in Ghatkopar East, available for sale in Vardhaman Aarambh. Here units have different sizes, mostly in range of 575 - 1,302 sqft CARPET area. This society offers apartments in the price range of Rs. 2.13 - 4.25 Cr. Vardhaman Aarambh 's RERA registration number is PR1180002500604","2026-02-16T14:14:19.092Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/vardhaman-aarambh-ghatkopar-east-central-mumbai-suburbs-npxid-r451472"
"Raheja Antares","2, 3 BHK Apartment, 1 RK Studio Apartment","431957","₹3.65 - 3.96 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Nov, 2029","K Raheja Corp","Raheja Antares has 2 BHK Apartment, 3 BHK Apartment and 1 BHK Studio Apartment options to offer in Kanjurmarg. Property options in Raheja Antares varies between 215 - 1,574 sqft. Swimming Pool, Gymnasium and Children's Play Area are some of the popular amenities offered in this project. Property prices here start from Rs. 3.65 Cr","2026-02-16T14:14:19.093Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/raheja-antares-kanjurmarg-central-mumbai-suburbs-npxid-r431957"
"Godrej Tranquil","1, 2, 3 BHK Apartment","274229","₹1.08 - 1.17 Cr",,"1 BHK","N/A","See configurations",,"Ready To Move  · Since Aug, 2022","Godrej Properties","Choose your dream home from the wide variety of 1,2,3 BHK apartments in Kandivali East, available for sale in Godrej Tranquil. Godrej Tranquil has apartments in multiple configurations, in range of 401 - 861 sqft. The housing society is RERA-registered with P51800000812 registration number. This society offers apartments in the price range of Rs. 1.08 - 2.29 Cr","2026-02-16T14:14:19.093Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/godrej-tranquil-kandivali-east-mumbai-andheri-dahisar-npxid-r274229"
"Ajmera Manhattan","2, 3 BHK Apartment","385201","₹3 - 3.16 Cr",,"2 BHK","N/A","See configurations",,"Under Construction  · Completion in Jun, 2027","Ajmera Group","Check out 2,3 BHK apartments in Wadala East, now available for sale at Ajmera Manhattan. This society is RERA approved and P51800032948 is the RERA number. This society offers apartments in the price range of Rs. 3 - 4.9 Cr. Here units have different sizes, mostly in range of 750 - 1,225 sqft CARPET area","2026-02-16T14:14:19.093Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/ajmera-manhattan-wadala-east-south-mumbai-npxid-r385201"
"Godrej Skyshore","3, 4 BHK Apartment","446332","₹8.25 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2031","Godrej Properties","Spacious 3,4 BHK apartments in Versova are available for sale.Check out latest property options at Godrej Skyshore housing society. The housing society is RERA-registered with PM1180002500076 registration number. Prices of apartments in this project, vary between Rs. 8.25 - 13.75 Cr. Godrej Skyshore apartments are available in multiples sizes, ranging from 1,500 - 2,500 sqft CARPET area","2026-02-16T14:14:19.094Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/godrej-skyshore-versova-mumbai-andheri-dahisar-npxid-r446332"
"The Edge","2, 3 BHK Apartment","385401","₹4.09 - 4.48 Cr",,"2 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2028","Tejukaya Corp","Spacious 2,3 BHK apartments in Lalbaug are available for sale.Check out latest property options at The Edge housing society. Prices of apartments in this project, vary between Rs. 4.09 - 6.5 Cr. The Edge has apartments in multiple configurations, in range of 804 - 1,279 sqft. The Edge 's RERA registration number is P51900032613","2026-02-16T14:14:19.094Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/the-edge-lalbaug-south-mumbai-npxid-r385401"
"Godrej Five Gardens","3 BHK Apartment, 1 RK Studio Apartment","403699","₹10.25 - 11 Cr",,"3 BHK","N/A","See configurations",,"New Launch  · Completion in Dec, 2028","Godrej Properties","Godrej Five Gardens has 3 BHK Apartment and 1 BHK Studio Apartment options to offer in Matunga. Swimming Pool, Children's Play Area and Landscape Garden are some of the amenities offered here. Property options in Godrej Five Gardens varies between 443 - 1,496 sqft. Prices here start from Rs. 10.25 Cr","2026-02-16T14:14:19.094Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/godrej-five-gardens-matunga-south-mumbai-npxid-r403699"
"Godrej Nest","1, 2, 3 BHK Apartment","339719","₹1.2 Cr",,"1 BHK","N/A","See configurations",,"Ready To Move  · Since Aug, 2024","Godrej Properties","Check out 1,2,3 BHK apartments in Kandivali East, now available for sale at Godrej Nest. Godrej Nest 's RERA registration number is P51800022159. This society offers apartments in the price range of Rs. 1.2 - 2.51 Cr. Godrej Nest apartments are available in multiples sizes, ranging from 424 - 860 sqft CARPET area","2026-02-16T14:14:19.095Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/godrej-nest-kandivali-east-mumbai-andheri-dahisar-npxid-r339719"
"Srushtiraj Siddhi Square","1 BHK Apartment","423405","₹84.8 - 98.05 L",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Dec, 2028","Srushti Raj Enterprises","","2026-02-16T14:14:19.095Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/srushtiraj-siddhi-square-chembur-east-central-mumbai-npxid-r423405"
"I Stay Project","1, 2 BHK Apartment","405006","₹1.07 Cr",,"1 BHK","N/A","See configurations",,"Under Construction  · Completion in Oct, 2028","Starwing Group","Check out 1,2 BHK apartments in Marol, now available for sale at I Stay Project. The housing society is RERA-registered with P51800048681 registration number. Prices of apartments in this project, vary between Rs. 1.07 - 1.57 Cr. Here units have different sizes, mostly in range of 406 - 611 sqft CARPET area","2026-02-16T14:14:19.095Z","https://www.99acres.com/property-in-mumbai-ffid-page-4","https://www.99acres.com/i-stay-project-marol-mumbai-andheri-dahisar-npxid-r405006"
